SongNumber,Title,ArtistName,SearchStr,market
917140,Deep Shit Pt.1 & Pt.2,Kruder & Dorfmeister,deep shit pt.1 & pt.2 kruder & dorfmeister,nl
878573,Everybodys Got To Learn Sometime,Real Life,everybodys got to learn sometime real life,us
520802,Intro - American Trilogy,Dread Zeppelin,intro - american trilogy dread zeppelin,us
638078,Letter from the Government,Brother Ali,letter from the government brother ali,us
677419,Fools,Lower Class Brats,fools lower class brats,us
578643,... Mourir Un Peu: 9. Il ritorno (Section 1),Francis Dhomont,... mourir un peu: 9. il ritorno (section 1) francis dhomont,fr
857706,Mirror's Image,Billy Cobham,mirror's image billy cobham,us
786709,Amanhã É 23,Kid Abelha,amanhã é 23 kid abelha,pt
846289,Simplement vivre,Pix,simplement vivre pix,fr
484100,Int #1,Thee More Shallows,int #1 thee more shallows,us
93553,Chimes of Freedom,Robyn Hitchcock and The Egyptians,chimes of freedom robyn hitchcock and the egyptians,us
10578,If You Show Off The Milk_ Who'S Gonna Buy The Cow?,The Samuel Jackson Five,if you show off the milk_ who's gonna buy the cow? the samuel jackson five,us
519078,Kiss Me Now,Katie Armiger,kiss me now katie armiger,us
803473,untitled,Monty Alexander,untitled monty alexander,us
837395,Two Can Play,Eulogies,two can play eulogies,us
961305,Aileen,Thee Merry Widows,aileen thee merry widows,us
728538,A ways to go,Daru & Reggie B.,a ways to go daru & reggie b.,us
264543,Wrong Is Wrong (LP Version),Garnet Silk,wrong is wrong (lp version) garnet silk,us
702861,This Time the Dream's on Me,George Shearing / Mel Tormé,this time the dream's on me george shearing / mel tormé,us
899412,Rise! (feat. Barbara Mitchell) [Jerome Farley_ Del Pino Brothers Radio Remix],Vernessa Mitchell,rise! (feat. barbara mitchell) [jerome farley_ del pino brothers radio remix] vernessa mitchell,us
315129,Slow-Speed,Foreign Beggars,slow-speed foreign beggars,us
69231,Please Don't Go (Re-Recorded / Remastered),No Mercy,please don't go (re-recorded / remastered) no mercy,us
786196,Summertime,Lambert_ Hendricks & Ross,summertime lambert_ hendricks & ross,us
705712,Victory,Nicolay,victory nicolay,us
658837,Strangers In The Darkness,Gary Moore,strangers in the darkness gary moore,us
776672,Don't She Look Good,Shakin' Stevens,don't she look good shakin' stevens,us
542666,Hey Mama,Lynn August,hey mama lynn august,us
987360,Lost Weekend,The Bats,lost weekend the bats,us
708059,Fortuna csókja,Ossian,fortuna csókja ossian,us
623073,Magnolie,Funny Van Dannen,magnolie funny van dannen,fr
71157,Mi Terruno,Conjunto Clasico,mi terruno conjunto clasico,es
296637,Me Faltas Tu,Yuridia,me faltas tu yuridia,us
374457,Pa'todo El Año,Tania Libertad,pa'todo el año tania libertad,es
263678,Soldiers Of Christ (LP Version),Jill Sobule,soldiers of christ (lp version) jill sobule,us
276731,I'm Here For You,Joe McBride,i'm here for you joe mcbride,us
581071,Cradle Of Love (2001 Digital Remaster),Billy Idol,cradle of love (2001 digital remaster) billy idol,us
854566,Onnenveto,Katri Ylander,onnenveto katri ylander,us
811133,Freundschaft,Jürgen von der Lippe,freundschaft jürgen von der lippe,us
868330,Toxic Dart,Jaga Jazzist,toxic dart jaga jazzist,us
666208,The Continental (Album Version),Prince,the continental (album version) prince,us
965631,Not In Love (Nagano All Stars Club Mix),Juice,not in love (nagano all stars club mix) juice,us
986847,Half On A Sack Or Blow,Triple Six Mafia,half on a sack or blow triple six mafia,us
719522,U Ain T Right,The Meteors,u ain t right the meteors,us
467731,Pro II,The Advent,pro ii the advent,us
377294,365 Cicatrices,La Rumeur,365 cicatrices la rumeur,us
22237,Sabroso,Kokolo,sabroso kokolo,us
620584,Guilt Trip (LP Version),Tracy Lawrence,guilt trip (lp version) tracy lawrence,us
964901,She's My Baby,Dave Edmunds,she's my baby dave edmunds,us
140128,Walking Stick,Powderfinger,walking stick powderfinger,us
816598,Lock_ Stock_ Barrel,Moistboyz,lock_ stock_ barrel moistboyz,us
778062,Foxes,LR Rockets,foxes lr rockets,us
518273,I don't really get it,Temper,i don't really get it temper,us
576148,Sleepy Time Gal,Billy Vaughn And His Orchestra,sleepy time gal billy vaughn and his orchestra,us
69897,On A Rainy Day,Kati Mac,on a rainy day kati mac,us
176517,Indigo Florist,Marumari,indigo florist marumari,us
535659,Le Cocu,Georges Brassens,le cocu georges brassens,fr
746035,Monster zonder waarde,Bart Peeters,monster zonder waarde bart peeters,nl
908664,Flycatcher,Kiln,flycatcher kiln,us
789295,All shook up,Elvis Presley,all shook up elvis presley,us
137707,Bobby Sox to Stockings,Frankie Avalon,bobby sox to stockings frankie avalon,us
97269,Awaken the Dawn /Agnus enim immaculatus,Richard Souther,awaken the dawn /agnus enim immaculatus richard souther,us
729441,Louder,Jose Amnesia,louder jose amnesia,us
578529,O Come_ O Come Emmanuel,August Burns Red,o come_ o come emmanuel august burns red,pt
190592,A Bad Wind (Album),Pissed Jeans,a bad wind (album) pissed jeans,us
6003,The Battle Of Endor I,John Williams,the battle of endor i john williams,us
143175,Future History and the Irrelevance of Time,The Sunshine Fix,future history and the irrelevance of time the sunshine fix,us
655246,Tanzanite,Vista le Vie,tanzanite vista le vie,it
73856,Everybody Else Bailed,Ada Jane,everybody else bailed ada jane,us
321137,The Fundamental Alienation,Dimmu Borgir,the fundamental alienation dimmu borgir,us
901700,Will You Be With Me?  (My Parade),Little Red Riding Hood,will you be with me?  (my parade) little red riding hood,us
161719,Y2K01,X-Perience,y2k01 x-perience,es
603042,All That (+ Bag O'Chips),Hil St. Soul,all that (+ bag o'chips) hil st. soul,us
450661,Coney Isle,Roscoe Holcomb,coney isle roscoe holcomb,us
447039,Madame Mope (Swing Version),Ozone Cocktail,madame mope (swing version) ozone cocktail,us
343240,Carillon,Francis Poulenc,carillon francis poulenc,fr
127693,I Don't Care,Cannonball Adderley,i don't care cannonball adderley,us
950789,Make it Crack,Hollow Tip,make it crack hollow tip,us
250356,Stelle Buone,Cristina Donà,stelle buone cristina donà,it
369628,Jesus Saves,Scanners,jesus saves scanners,fr
819657,Gonna Have A Party,Alabama,gonna have a party alabama,us
271775,Pete Kellys Blues (Digitally Remastered),Ella Fitzgerald,pete kellys blues (digitally remastered) ella fitzgerald,us
574106,Caucasian Sketches: In the Village,New York Philharmonic_ Leopold Stokowski,caucasian sketches: in the village new york philharmonic_ leopold stokowski,us
319305,Twist and Shout,The Shangri-Las,twist and shout the shangri-las,us
579707,Orphanage Rage (Album Version),Jess Klein,orphanage rage (album version) jess klein,us
221795,Mi Puchi Puchi,Orquesta Sublime,mi puchi puchi orquesta sublime,it
704189,That Women Is You,Keith Martin,that women is you keith martin,us
773234,So well,Cirrus,so well cirrus,it
234243,Miedo a la deriva,El Chico Con La Espina En El Costado,miedo a la deriva el chico con la espina en el costado,es
408975,Copper Girl,3 Colours Red,copper girl 3 colours red,it
799932,Cherry Blue Skies,Thicke,cherry blue skies thicke,us
115289,The Beat,Dan Le Sac vs Scroobius Pip,the beat dan le sac vs scroobius pip,us
744155,Here We Go,Arab Strap,here we go arab strap,us
281576,Leave My Heart Alone (Live B-Side),Mick Ronson,leave my heart alone (live b-side) mick ronson,us
721105,Lowlife,Orlando,lowlife orlando,us
222128,Dangerously In Love,Beyoncé,dangerously in love beyoncé,us
914957,Because Of You,Kelly Clarkson,because of you kelly clarkson,us
559488,Yonder's Wall,Junior Parker,yonder's wall junior parker,us
957670,Screamin',Macy Gray,screamin' macy gray,us
963288,Halleluja! I'm On Fire,Electric Boys,halleluja! i'm on fire electric boys,us
664278,You're Not Alone Tonight,Keith Urban,you're not alone tonight keith urban,us
512993,G.L.A.S.,Gabriel Lukosz,g.l.a.s. gabriel lukosz,us
300761,1973  (Tong & Spoon Remix),James Blunt,1973  (tong & spoon remix) james blunt,us
739711,Over The Rainbow,The Popes,over the rainbow the popes,us
600611,I'm Going Down The Road,Burl Ives,i'm going down the road burl ives,us
802039,Softly_ As In A Morning Sunrise,Kendra Shank,softly_ as in a morning sunrise kendra shank,us
521944,Turkey Knob,Doug Dillard,turkey knob doug dillard,us
591879,Tyrrania (Extreme Mix),Iambia,tyrrania (extreme mix) iambia,us
896541,Sunnyland,Canned Heat,sunnyland canned heat,us
454331,Bitter Little Pill,Starecase,bitter little pill starecase,it
442322,Hot Buttered,Let's Go Bowling,hot buttered let's go bowling,us
721268,Labyrinth,John Tejada,labyrinth john tejada,us
412717,Texas Heartbeat,The Rainbow Orchestra,texas heartbeat the rainbow orchestra,us
259053,Destroy Dem,Admiral Tibet,destroy dem admiral tibet,pt
306921,A Goodnight's Sleep,The Starting Line,a goodnight's sleep the starting line,us
66338,Please Don't Take Me Out,Jimmy McGriff,please don't take me out jimmy mcgriff,us
256720,Time For Livin',Sly & The Family Stone,time for livin' sly & the family stone,us
229045,The Banshee,Matt Molloy,the banshee matt molloy,us
386048,Ei enää,Indica,ei enää indica,us
17238,Gravity Slips,Unwound,gravity slips unwound,us
61130,LAUGHINGSTOCK,SITD,laughingstock sitd,us
408348,Forward Home,Jackie Edwards,forward home jackie edwards,us
651203,Make You Sing,The Sleepover Disaster,make you sing the sleepover disaster,us
796887,Egypt By Air (Earthrise SoundSystem Remix),Bombay Dub Orchestra,egypt by air (earthrise soundsystem remix) bombay dub orchestra,us
495163,Space Lord,Monster Magnet,space lord monster magnet,fr
814150,Entr'acte,Miyoshi Umeki & Broadway Cast,entr'acte miyoshi umeki & broadway cast,us
940102,Kid Incinerator,American Princes,kid incinerator american princes,us
812713,Only You,The Platters,only you the platters,us
294395,Téréful,Fallou Dieng_ Le DLC,téréful fallou dieng_ le dlc,fr
1810,Any Harder Than It Is,Phil Lee,any harder than it is phil lee,us
228892,Something Got Me Started (Live At The Point Dublin 26/10/05),Simply Red,something got me started (live at the point dublin 26/10/05) simply red,us
894997,Shallow White,Children On Stun,shallow white children on stun,us
928941,Milk Cow Blues,George Strait,milk cow blues george strait,us
716597,Kiss U Soft,Lourds,kiss u soft lourds,us
464571,Are These Really Mine,Jeri Southern,are these really mine jeri southern,us
524186,Revelation,Trash Talk,revelation trash talk,us
679493,Shelter,The Tams,shelter the tams,us
307108,Dead Ass Broke,Big Bill Morganfield,dead ass broke big bill morganfield,us
322923,Search,Valeria,search valeria,us
566790,Jesus Is A-Dying (Bed Maker),Charley Patton,jesus is a-dying (bed maker) charley patton,us
495477,Mi Tentacion,Rey Ruiz,mi tentacion rey ruiz,es
201634,Tom Moore Blues,Mance Lipscomb,tom moore blues mance lipscomb,fr
172680,End of Vienna,Carla Bley,end of vienna carla bley,us
595365,Give Me All Your Love,Barbara Mason,give me all your love barbara mason,us
184878,Spank Me,H-Town,spank me h-town,us
10266,So Far Away (Album),Painkiller Hotel,so far away (album) painkiller hotel,us
425060,Too Many Fish In The Sea,The Tremeloes,too many fish in the sea the tremeloes,us
615455,Farewell,Little Willie Littlefield,farewell little willie littlefield,us
501413,Most People I Know,Billy Thorpe,most people i know billy thorpe,us
287920,Chorinho Pra Ele,Luciana Souza,chorinho pra ele luciana souza,es
34627,Warrior's Theme,Madlib,warrior's theme madlib,us
312299,Rakata,Wisin & Yandel,rakata wisin & yandel,us
259453,Disco Reggae Rocker,Roots Underground,disco reggae rocker roots underground,nl
850811,Messing With The Crowd,Tim Wilson,messing with the crowd tim wilson,us
194182,De Viaje,Silvina Garré,de viaje silvina garré,es
408576,Infréquentable,Bénabar,infréquentable bénabar,fr
94463,Rho Dy Hun Yn Afel Hon,MC Mabon,rho dy hun yn afel hon mc mabon,us
335424,Love Me Tender,Jughead's Revenge,love me tender jughead's revenge,us
923659,Liason,Inkwell,liason inkwell,us
547651,Overhead,Foy,overhead foy,us
223482,Out To Every Nation,Jorn,out to every nation jorn,us
552874,The Weight Of Devotion,Immolation,the weight of devotion immolation,us
575554,Until The End Of Time,Aaron Hall,until the end of time aaron hall,us
69192,Westward,Brian Keane,westward brian keane,us
751535,Dream On Dreamer (Cool Dream Dub),Brand New Heavies_ The,dream on dreamer (cool dream dub) brand new heavies_ the,us
825179,Med dig intill,Kellys,med dig intill kellys,us
823523,Peep,Michael Brecker,peep michael brecker,nl
901775,Merry Go Round - Original,Jackie Mittoo,merry go round - original jackie mittoo,us
743444,Padon mon dié,Malavoi,padon mon dié malavoi,fr
132659,The Wedding Samba,Xavier Cugat,the wedding samba xavier cugat,us
192068,Escape Devoid,Maggotron,escape devoid maggotron,it
878987,Sonny's Crib (Alternate Take),Sonny Clark,sonny's crib (alternate take) sonny clark,us
512415,Adrenaline,Mobb Deep,adrenaline mobb deep,it
457583,Se Tan Mwen,Gage,se tan mwen gage,us
835947,Proud Of You,Orioles,proud of you orioles,us
491530,Que Nunca Me Faltes,El Combo De Las Estrellas,que nunca me faltes el combo de las estrellas,es
451241,Lucero Negro,Cuco Sánchez,lucero negro cuco sánchez,es
868287,Der Kampf mit dem Drachen,Kinski,der kampf mit dem drachen kinski,us
519349,Black Background,The Presets,black background the presets,us
369478,My Angel,Stephen Stills,my angel stephen stills,us
32499,Cocaine,Spyro,cocaine spyro,fr
587183,Conquer All,Behemoth,conquer all behemoth,us
689008,15@7,Joe Krown,15@7 joe krown,us
955288,Last Request,Peter Kater,last request peter kater,us
932727,Cream,Oforia,cream oforia,us
309609,Old Memory,Ashton Shepherd,old memory ashton shepherd,us
449751,Tactically Dangerous - Cannibal Commando (from Commando / Goretorture cover),Austrian Death Machine,tactically dangerous - cannibal commando (from commando / goretorture cover) austrian death machine,us
292116,Septiembre,Altertango,septiembre altertango,es
980027,Jerusalem,Matisyahu,jerusalem matisyahu,us
658354,La Valentina,Silvestre Vargas,la valentina silvestre vargas,us
520676,Play Your Part,Restoring Poetry in Music,play your part restoring poetry in music,us
478791,Eurodog,Whale,eurodog whale,us
352145,Daddy O,Wideboys ft. Shaznay Lewis,daddy o wideboys ft. shaznay lewis,us
965059,I'm Coming Home,Red Bennies,i'm coming home red bennies,us
931493,Mao c tung,Horkyze Slyze,mao c tung horkyze slyze,us
524605,Le Waltz,17 Hippies,le waltz 17 hippies,us
552328,Aún Te Puedo Ver,La Buena Vida,aún te puedo ver la buena vida,es
583577,Fall In Love With Me,Earth_ Wind & Fire,fall in love with me earth_ wind & fire,us
518296,Trégua Suspensa (Bônus),Teresa Cristina / Part. Especial: Lenine_ Artista Gentilmente Cedido Pela Casa 9,trégua suspensa (bônus) teresa cristina / part. especial: lenine_ artista gentilmente cedido pela casa 9,es
83644,Radio Daze (Petraphonics Album Version),Petra,radio daze (petraphonics album version) petra,it
788223,No More Booze Minor Blues,Larry Coryell,no more booze minor blues larry coryell,es
46654,The Hidden Riddle,Andromeda,the hidden riddle andromeda,us
995727,MVP Kompa,Wyclef Jean featuring Melky,mvp kompa wyclef jean featuring melky,us
513131,Disco Nouveau-live intro (Live at AB 27-10-06),Vitalic,disco nouveau-live intro (live at ab 27-10-06) vitalic,it
131431,Bongo Song,Zongamin,bongo song zongamin,us
387143,Venti's Theme,Claud 9,venti's theme claud 9,us
116931,Paint And Pillows,Julie Roberts,paint and pillows julie roberts,us
862258,Hold On (Single Edit) (Digitally Remastered 00),Wilson Phillips,hold on (single edit) (digitally remastered 00) wilson phillips,us
16146,But Me_ I Love You,Bob Crosby and the Bobcats,but me_ i love you bob crosby and the bobcats,us
195406,Miiren cómo nos hablan,Porno para Ricardo,miiren cómo nos hablan porno para ricardo,es
925985,Dreams Come True,HAMMERFALL,dreams come true hammerfall,us
124827,This is My World,Andrew W.K.,this is my world andrew w.k.,us
651279,Ciao Ciao Goodbay,Holly Dolly,ciao ciao goodbay holly dolly,us
453688,Give Me Back My Wig - Live,Hound Dog Taylor and The Houserockers,give me back my wig - live hound dog taylor and the houserockers,us
488570,Nadadora,Nosoträsh,nadadora nosoträsh,pt
766513,God's Ensanguined Bestiaries,The Ruins Of Beverast,god's ensanguined bestiaries the ruins of beverast,us
